id,сумма_займа,срок_займа,процентная_ставка,аннуитет,рейтинг,допрейтинг,профессия_заемщика,стаж,владение_жильем,годовой_доход,подтвержден_ли_доход,итоговый_статус_займа,рейтинг_OCR,платежный_график,коэфф_акционных_зачислений_в_остатке,цель_займа,кол_во_субсидий_за_год,индекс_проживания,регион,пдн,пос_стоп_фактор,юридический_статус,кол-во_просрочек_за_два_года,коэфф_невыплаченного_сумм_остатка,коэфф_исходного_платежа,дата_первого_займа,нижний_порог_рейтинга_заемщика,верхний_порог_рейтинга_заемщика,кол-во_заявок_за_полгода,кол-во_месяцев_с_последней_просрочки,кол-во_месяцев_с_последнего_займа,кол-во_открытых_счетов,кол-во_записей_в_общедоступных_документах,оборотный_баланс,коэфф_загрузки_возобновляемого_счета,кол-во_счетов,первоначальный_статус_займа,непогашенная_сумма_из_тела_займов,сумма_выплат_по_просрочкам,пени_за_дефолт,дата_следующей_выплаты,грейд_на_детерминаторе,кол-во_взысканий_за_последний_год,кол-во_месяцев_с_последнего_нарушения,код_политики,тип_займа,совокупный_доход_заемщиков,совокупный_пдн_заемщиков,совокупный_статус_подтверждения_доходов_заемщиков,кол-во_текущих_просроченных_счетов,общая_сумма_взысканий,возвраты_с_учетом_мпл,общая_сумма_на_счетах,кол-во_открытых_счетов_за_полгода,кол-во_текущих_аннуитетных_счетов,кол-во_аннуитетных_счетов_за_год,кол-во_аннуитетных_счетов_за_2_года,кол-во_месяцев_с_посл_аннуитетного_счета,текущий_баланс_по_аннуитетным_счетам,соотношение_сумм_текущего_баланса_к_лимиту_по_аннуитетным_счетам,кол-во_возоб_счетов_за_год,кол-во_возоб_счетов_за_2_года,макс_баланс_по_возоб_счетам,соотношение_баланса_к_лимиту_общее,общий_лимит_по_возоб_счету,кол-во_финансовых_запросов,кол-во_финансовых_операций,кол-во_заявок_на_кредит_за_год,кол-во_открытых_счетов_за_2_года,средний_баланс_текущих_счетов,суммарная_доступная_сумма_займа_по_картам,соотношение_баланса_к_лимиту_по_картам,кол-во_списаний_за_год,сумма_задолженности,кол-во_месяцев_с_первого_аннуитетного_счета,кол-во_месяцев_с_первого_возобновляемого_счета,кол-во_месяцев_с_последнего_возобновляемого_счета,кол-во_месяцев_с_последнего_счета,кол-во_ипотек,кол-во_месяцев_с_последней_карты,кол-во_мес_с_последней_задолженности_по_карте,кол-во_мес_с_последней_заявки,кол-во_мес_с_последней_задолженности_по_возобновляемому_счету,кол-во_счетов_с_просрочкой_4_мес,кол-во_активных_карт,кол-во_активных_возобновляемых_счетов,кол-во_карт_без_нарушений,кол-во_карт,кол-во_аннуитетных_счетов,кол-во_открытых_возобновляемых_счетов,кол-во_возобновляемых_счетов,кол-во_возобновляемых_счетов_с_балансом_более_0,кол-во_счетов_без_нарушений,кол-во_счетов_с_акт_просрочкой_4_мес_обн_2_мес,кол-во_счетов_с_акт_просрочкой_1_мес,кол-во_счетов_с_акт_просрочкой_3_мес_за_2_года,кол-во_счетов_за_посл_год,процент_счетов_без_просрочек,процент_счетов_прев_75_лимита,кол-во_публ_банкротств,кол-во_залогов,кредитный_лимит,кредитный_баланс_без_ипотеки,лимит_по_картам,лимит_по_аннуитетным_счетам,кредитный_баланс_по_возоб_счетам,особая_ситуация,тип_предоставления_кредита
68354783,480000.0,3 года,7.49,14929.0,А,А4,технология,8 лет,ИПОТЕКА,1200000.0,Не подтвержден,0,2,n,0.6009358983687139,кредитная_карта,0,299.0,Белгородская область,22.44,Нет,Нет,0.0,1345311.5381317567,0.7981516551499296,6-1996,695.0,699.0,0.0,,,7.0,0.0,7722.0,59.4,9.0,а,0.0,0.0,nan,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,60329,2769350.0,0.0,3.0,0.0,0.0,47.0,2383250.0,43.0,2.0,2.0,4744.0,50.0,650000.0,0.0,0.0,2.0,2.0,395600.0,238900.0,61.8,0.0,0.0,234.0,91.0,9.0,9.0,0.0,11.0,,9.0,,0.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,7.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,4431750.0,2769350.0,625000.0,3781750.0,,Нет,Наличные
68466916,1250000.0,3 года,7.49,38877.5,А,А4,менеджер по продажам,10+ лет,ИПОТЕКА,2180000.0,Не подтвержден,0,4,n,0.3662203743540698,консолидация_долга,1,226.0,Кемеровская область,26.02,Да,Нет,0.0,1345311.5381317567,0.2121450256777918,12-2001,745.0,749.0,1.0,,,9.0,0.0,20862.0,54.3,19.0,а,0.0,0.0,nan,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,84973,15289050.0,0.0,3.0,0.0,1.0,13.0,2359700.0,58.0,0.0,1.0,8937.0,57.0,1920000.0,1.0,0.0,1.0,2.0,1698800.0,876900.0,54.3,0.0,0.0,142.0,168.0,13.0,13.0,3.0,13.0,,0.0,,0.0,3.0,3.0,5.0,6.0,7.0,5.0,9.0,3.0,9.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,18678600.0,3402800.0,1920000.0,4105850.0,,Нет,Наличные
68577849,900000.0,5 лет,11.99,20015.5,В,В1,оо-11,10+ лет,ИПОТЕКА,2240000.0,Не подтвержден,0,2,n,0.1363621190935187,консолидация_долга,0,856.0,Магаданская область,8.68,Нет,Нет,0.0,1345311.5381317567,0.5834265881964498,11-1993,800.0,804.0,0.0,,,17.0,0.0,10711.0,15.5,27.0,а,0.0,0.0,nan,,1,0.0,,1.0,Индивидуальный,,,,0.0,0.0,62621,10253350.0,3.0,1.0,2.0,2.0,3.0,1270800.0,97.0,2.0,3.0,7672.0,38.0,4120000.0,0.0,1.0,1.0,5.0,854450.0,3016800.0,16.7,0.0,0.0,109.0,265.0,1.0,1.0,4.0,1.0,,10.0,,0.0,5.0,6.0,12.0,12.0,6.0,15.0,17.0,6.0,16.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,15485500.0,1806350.0,3490000.0,1310500.0,,Нет,Наличные
68495092,432500.0,3 года,19.89,16049.5,Д,Д3,координатор программы,8 лет,АРЕНДА,1100000.0,Подтвержден,0,4,n,0.6973622120777683,консолидация_долга,0,462.0,Республика Бурятия,25.49,Нет,Нет,0.0,1345311.5381317567,0.119832053389744,3-2005,675.0,679.0,4.0,,30.0,18.0,1.0,9568.0,46.0,19.0,а,0.0,0.0,False,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,90084,946300.0,6.0,1.0,0.0,1.0,19.0,467900.0,51.0,12.0,16.0,653.0,46.0,1037500.0,2.0,0.0,5.0,17.0,52550.0,68750.0,45.0,0.0,0.0,129.0,95.0,0.0,0.0,0.0,8.0,,0.0,,0.0,2.0,17.0,2.0,2.0,2.0,17.0,17.0,13.0,18.0,,0.0,0.0,12.0,100.0,50.0,1.0,0.0,1949900.0,946300.0,137500.0,912400.0,,Нет,Наличные
68566886,1495000.0,5 лет,12.88,33924.5,В,В2,корпоративное страхование,10+ лет,ИПОТЕКА,1300000.0,Подтвержден,0,4,n,0.744818733030923,консолидация_долга,0,219.0,Ненецкий автономный округ,21.77,Нет,Нет,0.0,1345311.5381317567,0.6720098380686277,5-2004,715.0,719.0,0.0,,,15.0,0.0,31682.0,46.7,31.0,а,0.0,0.0,False,,1,0.0,,1.0,Индивидуальный,,,,0.0,0.0,64840,11012550.0,2.0,1.0,1.0,2.0,9.0,540750.0,69.0,3.0,5.0,12971.0,51.0,3390000.0,0.0,4.0,1.0,7.0,786600.0,919150.0,45.9,0.0,0.0,114.0,139.0,5.0,5.0,2.0,5.0,,9.0,,0.0,2.0,5.0,4.0,9.0,8.0,13.0,21.0,5.0,15.0,0.0,0.0,0.0,4.0,100.0,25.0,0.0,0.0,13585000.0,2124850.0,1700000.0,778700.0,,Нет,Наличные
68009401,800000.0,5 лет,14.85,18969.5,В,В5,бухгалтер/бухгалтерский учет,10+ лет,ИПОТЕКА,960000.0,Не подтвержден,0,4,n,0.2330922553958816,кредитная_карта,0,297.0,Белгородская область,33.18,Нет,Нет,0.0,1345311.5381317567,0.4797776691231619,6-1991,685.0,689.0,0.0,33.0,2.0,11.0,2.0,19108.0,29.6,19.0,а,0.0,0.0,False,,5,0.0,33.0,1.0,Индивидуальный,,,,0.0,0.0,64871,1566450.0,1.0,2.0,1.0,2.0,6.0,611050.0,91.0,1.0,4.0,14982.0,65.0,14235000.0,0.0,0.0,1.0,6.0,142400.0,13197650.0,17.6,0.0,0.0,131.0,294.0,11.0,6.0,2.0,11.0,76.0,11.0,76.0,2.0,6.0,9.0,6.0,8.0,6.0,9.0,11.0,9.0,11.0,0.0,0.0,0.0,2.0,78.9,0.0,0.0,2.0,14905000.0,1566450.0,14065000.0,670000.0,,Нет,Наличные
68476702,1400000.0,3 года,13.44,47469.0,В,В3,директор по разработке продукции,2 года,СОБСТВЕННОСТЬ,2500000.0,Подтвержден источник,0,3,n,0.2046651709043081,консолидация_долга,0,100.0,Новосибирская область,7.49,Нет,Нет,0.0,1345311.5381317567,0.4179949735120305,5-2000,695.0,699.0,0.0,,,6.0,0.0,22780.0,63.1,22.0,а,0.0,0.0,nan,,5,0.0,,1.0,Индивидуальный,,,,0.0,0.0,98845,1139000.0,0.0,0.0,0.0,0.0,64.0,0.0,,0.0,1.0,6881.0,63.0,1805000.0,0.0,0.0,1.0,1.0,189850.0,530350.0,63.4,0.0,0.0,113.0,187.0,22.0,22.0,0.0,22.0,,10.0,,0.0,4.0,4.0,5.0,10.0,3.0,6.0,19.0,5.0,6.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,1805000.0,1139000.0,1450000.0,0.0,,Нет,Наличные
68436666,250000.0,3 года,13.44,8477.0,В,В3,генеральный управляющий,2 года,АРЕНДА,1580000.0,Подтвержден,0,3,n,0.5551017067115562,кредитная_карта,0,214.0,Ненецкий автономный округ,12.7,Нет,Нет,0.0,1345311.5381317567,0.7134345639123142,10-2011,665.0,669.0,0.0,,,3.0,0.0,9441.0,101.5,5.0,а,0.0,0.0,False,,3,0.0,,1.0,Индивидуальный,,,,0.0,0.0,25959,1782650.0,0.0,1.0,0.0,1.0,19.0,1310600.0,83.0,0.0,0.0,4360.0,87.0,465000.0,2.0,0.0,0.0,1.0,594200.0,0.0,101.4,0.0,0.0,50.0,36.0,32.0,19.0,0.0,36.0,,19.0,,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,2054550.0,1782650.0,215000.0,1589550.0,,Нет,Наличные
68476715,300000.0,3 года,7.49,9330.5,А,А4,аналитик,10+ лет,ИПОТЕКА,2000000.0,Не подтвержден,0,2,n,0.8192922730627751,консолидация_долга,0,750.0,Ленинградская область,13.28,Нет,Нет,1.0,1345311.5381317567,0.1178087582253589,5-1994,695.0,699.0,1.0,15.0,,9.0,0.0,8563.0,72.0,16.0,а,0.0,0.0,False,,4,0.0,,1.0,Индивидуальный,,,,0.0,0.0,57013,5809750.0,0.0,2.0,0.0,0.0,28.0,626250.0,35.0,0.0,1.0,2260.0,45.0,595000.0,0.0,1.0,1.0,1.0,645550.0,21850.0,88.5,0.0,0.0,124.0,259.0,18.0,18.0,2.0,36.0,15.0,6.0,15.0,0.0,2.0,4.0,2.0,6.0,4.0,5.0,9.0,4.0,9.0,0.0,0.0,0.0,0.0,93.7,50.0,0.0,0.0,7817700.0,1137050.0,190000.0,1804150.0,,Нет,Наличные
67849662,211250.0,3 года,14.85,7308.0,В,В5,механик,5 лет,АРЕНДА,700000.0,Подтвержден источник,1,1,n,0.1263336927774228,консолидация_долга,0,672.0,Астраханская область,15.22,Да,Нет,2.0,1345311.5381317567,0.2588510432148334,7-2011,725.0,729.0,0.0,18.0,,6.0,0.0,1058.0,24.6,6.0,а,0.0,0.0,True,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,62011,244400.0,0.0,1.0,0.0,0.0,47.0,191500.0,22.0,0.0,0.0,367.0,22.0,215000.0,0.0,0.0,0.0,0.0,40750.0,111650.0,14.1,0.0,0.0,47.0,53.0,26.0,26.0,0.0,26.0,,14.0,18.0,0.0,1.0,2.0,3.0,3.0,1.0,5.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,1091100.0,244400.0,130000.0,876100.0,,Нет,Наличные
68596180,1000000.0,3 года,5.32,30114.999999999996,А,А1,водитель,9 лет,СОБСТВЕННОСТЬ,1300000.0,Не подтвержден,0,1,n,0.7543874051474659,консолидация_долга,0,125.0,Новосибирская область,18.83,Нет,Да,0.0,1345311.5381317567,0.4734979614250466,5-1991,835.0,839.0,1.0,,,12.0,0.0,2269.0,3.0,17.0,а,0.0,0.0,False,,4,0.0,,1.0,Индивидуальный,,,,0.0,0.0,29842,772200.0,0.0,2.0,0.0,1.0,15.0,658750.0,44.0,0.0,1.0,1448.0,15.0,3810000.0,2.0,0.0,1.0,2.0,64350.0,3696550.0,3.0,0.0,0.0,63.0,295.0,19.0,15.0,0.0,19.0,,4.0,,0.0,3.0,3.0,10.0,11.0,4.0,10.0,13.0,3.0,12.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5310850.0,772200.0,3810000.0,1500850.0,,Нет,Наличные
68526907,800000.0,5 лет,17.97,20302.0,Г,Г4,младший сотрудник по продажам,< 1 года,ИПОТЕКА,2180000.0,Подтвержден источник,0,1,n,0.7427987200837762,консолидация_долга,0,880.0,Нижегородская область,23.35,Нет,Нет,0.0,1345311.5381317567,0.0415621215381974,4-2002,680.0,684.0,1.0,,,11.0,0.0,42469.0,87.6,33.0,а,0.0,0.0,nan,,1,0.0,,1.0,Индивидуальный,,,,0.0,0.0,50274,9146800.0,2.0,2.0,2.0,2.0,3.0,1034450.0,94.0,1.0,3.0,8897.0,90.0,2425000.0,0.0,3.0,1.0,5.0,831550.0,0.0,100.8,0.0,0.0,149.0,164.0,3.0,3.0,1.0,13.0,,1.0,,0.0,3.0,6.0,3.0,13.0,10.0,8.0,22.0,6.0,11.0,0.0,0.0,0.0,3.0,100.0,100.0,0.0,0.0,11402500.0,3157900.0,790000.0,1100000.0,,Нет,Наличные
68526883,750000.0,3 года,5.32,22586.5,А,А1,заместителя шерифф,10+ лет,ИПОТЕКА,880000.0,Подтвержден источник,0,1,n,0.3666652230778416,улучшение_жилищных_условий,0,238.0,Кемеровская область,15.34,Нет,Нет,0.0,1345311.5381317567,0.806951234196755,6-2002,685.0,689.0,1.0,47.0,,7.0,0.0,17003.0,50.3,21.0,а,0.0,1129.5,False,,2,0.0,,1.0,Индивидуальный,,,,0.0,0.0,96133,850150.0,0.0,0.0,0.0,1.0,19.0,0.0,,0.0,1.0,5966.0,50.0,1690000.0,0.0,3.0,3.0,2.0,121450.0,350550.0,51.0,0.0,0.0,141.0,162.0,13.0,13.0,2.0,34.0,,5.0,47.0,0.0,2.0,6.0,2.0,4.0,5.0,7.0,14.0,6.0,7.0,0.0,0.0,0.0,0.0,90.5,0.0,0.0,0.0,1690000.0,850150.0,715000.0,0.0,,Нет,Наличные
